fecha,ayacucho,caicara,ciudad_bolivar,palua
1981/05/21,46.93,31.01,11.10,6.60
1981/05/22,47.00,31.06,11.19,6.90
1981/05/23,47.11,31.14,11.28,6.92
1981/05/24,47.28,31.21,11.36,6.94
1981/05/25,47.45,31.29,11.43,6.85
1981/05/26,47.73,31.41,11.56,6.95
1981/05/27,47.93,31.53,11.60,7.08
1981/05/28,48.07,31.66,11.72,7.27
1981/05/29,48.30,31.82,11.84,7.42
1981/05/30,48.30,31.97,11.97,7.52
1981/05/31,48.44,32.03,12.10,7.60
1981/06/01,48.58,32.15,12.23,7.71
1981/06/02,48.64,32.27,12.39,7.96
1981/06/03,48.75,32.38,12.60,8.36
1981/06/04,48.82,32.49,12.81,8.60
1981/06/05,48.86,32.56,12.93,8.76
1981/06/06,48.86,32.64,13.02,8.80
1981/06/07,48.89,32.70,13.13,8.88
1981/06/08,48.92,32.79,13.22,8.88
1981/06/09,49.11,32.89,13.27,8.84
1981/06/10,49.28,32.97,13.34,8.86
1981/06/11,49.43,33.06,13.39,8.76
1981/06/12,49.62,33.16,13.43,8.40
1981/06/13,49.72,33.24,13.50,8.70
1981/06/14,49.80,33.35,13.63,8.86
1981/06/15,49.84,33.44,13.75,9.00
1981/06/16,49.86,33.52,13.85,9.04
1981/06/17,49.91,33.60,13.92,9.06
1981/06/18,49.97,33.69,14.02,9.20
1981/06/19,49.99,33.74,14.15,9.32
1981/06/20,50.04,33.81,14.27,9.43
1981/06/21,50.16,33.87,14.38,9.50
1981/06/22,50.24,33.94,14.47,9.58
1981/06/23,50.29,34.03,14.57,9.64
1981/06/24,50.33,34.11,14.68,9.78
1981/06/25,50.36,34.17,14.77,9.80
1981/06/26,50.37,34.22,14.85,9.78
1981/06/27,50.40,34.27,14.92,10.02
1981/06/28,50.45,34.35,15.00,10.15
1981/06/29,50.53,34.42,15.05,10.18
1981/06/30,50.55,34.49,15.09,10.15
1981/07/01,50.60,34.54,15.14,10.25
1981/07/02,50.61,34.61,15.19,10.36
1981/07/03,50.62,34.67,15.27,10.44
1981/07/04,50.66,34.73,15.38,10.50
1981/07/05,50.71,34.80,15.47,10.55
1981/07/06,50.80,34.91,15.56,10.60
1981/07/07,50.88,34.99,15.67,10.67
1981/07/08,50.89,35.06,15.78,10.77
1981/07/09,50.93,35.18,15.90,10.79
1981/07/10,51.01,35.26,16.00,10.81
1981/07/11,51.10,35.34,16.07,10.74
1981/07/12,51.23,35.48,16.17,10.86
1981/07/13,51.27,35.56,16.25,10.89
1981/07/14,51.32,35.65,16.34,10.95
1981/07/15,51.37,35.77,16.44,10.94
1981/07/16,51.41,35.86,16.54,10.92
1981/07/17,51.44,35.95,16.60,10.96
1981/07/18,51.52,36.02,16.67,10.94
1981/07/19,51.57,36.08,16.71,11.06
1981/07/20,51.62,36.15,16.81,11.18
1981/07/21,51.62,36.22,16.90,11.24
1981/07/22,51.62,36.27,16.98,11.26
1981/07/23,51.60,36.30,17.04,11.32
1981/07/24,51.56,36.32,17.06,11.40
1981/07/25,51.53,36.36,17.12,11.46
1981/07/26,51.49,36.38,17.18,11.50
1981/07/27,51.46,36.40,17.21,11.51
1981/07/28,51.50,36.40,17.23,11.36
1981/07/29,51.53,36.40,17.23,11.33
1981/07/30,51.53,36.42,17.26,11.47
1981/07/31,51.52,36.42,17.27,11.51
1981/08/01,51.52,36.44,17.28,11.50
1981/08/02,51.49,36.45,17.30,11.55
1981/08/03,51.50,36.45,17.30,11.56
1981/08/04,51.47,36.45,17.28,11.53
1981/08/05,51.36,36.45,17.29,11.53
1981/08/06,51.34,36.43,17.30,11.50
1981/08/07,51.13,36.41,17.29,11.52
1981/08/08,51.01,36.37,17.27,11.44
1981/08/09,50.96,36.34,17.25,11.47
1981/08/10,50.91,36.34,17.25,11.52
1981/08/11,50.91,36.30,17.22,11.40
1981/08/12,50.97,36.26,17.22,11.32
1981/08/13,50.95,36.25,17.25,11.34
1981/08/14,50.96,36.22,17.29,11.40
1981/08/15,50.93,36.21,17.30,11.54
1981/08/16,50.86,36.18,17.32,11.58
1981/08/17,50.81,36.14,17.32,11.62
1981/08/18,50.76,36.14,17.37,11.64
1981/08/19,50.77,36.13,17.37,11.64
1981/08/20,50.74,36.09,17.32,11.56
1981/08/21,50.75,36.05,17.29,11.52
1981/08/22,50.69,36.01,17.21,11.34
1981/08/23,50.64,35.97,17.15,11.45
1981/08/24,50.59,35.92,17.12,11.44
1981/08/25,50.56,35.90,17.11,11.32
1981/08/26,50.50,35.87,17.06,11.20
1981/08/27,50.45,35.82,17.01,11.20
1981/08/28,50.38,35.78,16.96,11.18
1981/08/29,50.35,35.73,16.94,11.16
1981/08/30,50.30,35.68,16.93,11.37
1981/08/31,50.28,35.63,16.94,11.33
1981/09/01,50.33,35.59,16.90,11.34
1981/09/02,50.44,35.57,16.88,11.35
1981/09/03,50.43,35.53,16.85,11.34
1981/09/04,50.37,35.50,16.81,11.28
1981/09/05,50.33,35.48,16.78,11.18
1981/09/06,50.26,35.43,16.79,11.20
1981/09/07,50.19,35.40,16.80,11.24
1981/09/08,50.14,35.38,16.79,11.24
1981/09/09,50.08,35.33,16.76,11.24
1981/09/10,50.04,35.29,16.70,11.20
1981/09/11,49.98,35.24,16.64,11.12
1981/09/12,49.95,35.18,16.57,11.02
1981/09/13,49.91,35.13,16.52,10.98
1981/09/14,49.84,35.08,16.44,11.00
1981/09/15,49.78,35.07,16.37,10.98
1981/09/16,49.74,35.04,16.31,10.88
1981/09/17,49.70,35.00,16.27,10.81
1981/09/18,49.64,34.97,16.25,10.79
1981/09/19,49.61,34.96,16.25,10.93
1981/09/20,49.59,34.96,16.25,10.95
1981/09/21,49.61,34.96,16.25,10.90
1981/09/22,49.64,34.98,16.22,10.82
1981/09/23,49.63,34.95,16.20,10.78
1981/09/24,49.61,34.94,16.23,10.76
1981/09/25,49.56,34.94,16.28,10.78
1981/09/26,49.58,34.91,16.23,10.70
1981/09/27,49.53,34.89,16.15,10.62
1981/09/28,49.44,34.86,16.07,10.56
1981/09/29,49.40,34.82,16.00,10.52
1981/09/30,49.34,34.77,15.89,10.47
1981/10/01,49.26,34.71,15.81,10.43
1981/10/02,49.19,34.68,15.72,10.30
1981/10/03,49.15,34.61,15.63,10.20
1981/10/04,49.07,34.56,15.52,10.12
1981/10/05,48.95,34.49,15.43,10.04
1981/10/06,48.84,34.40,15.34,9.90
1981/10/07,48.78,34.30,15.22,9.74
1981/10/08,48.71,34.22,15.13,9.68
1981/10/09,48.59,34.13,15.03,9.66
1981/10/10,48.47,34.00,14.94,9.60
1981/10/11,48.37,33.92,14.88,9.58
1981/10/12,48.26,33.85,14.81,9.53
1981/10/13,48.14,33.75,14.76,9.51
1981/10/14,48.01,33.65,14.68,9.44
1981/10/15,47.91,33.61,14.59,9.36
1981/10/16,47.79,33.42,14.47,9.27
1981/10/17,47.72,33.30,14.36,9.24
1981/10/18,47.61,33.23,14.27,9.22
1981/10/19,47.49,33.15,14.18,9.15
1981/10/20,47.32,33.07,14.09,9.14
1981/10/21,47.17,32.97,13.97,9.06
1981/10/22,47.07,32.87,13.82,8.84
1981/10/23,46.98,32.78,13.68,8.62
1981/10/24,46.88,32.68,13.52,8.47
1981/10/25,46.77,32.59,13.38,8.36
1981/10/26,46.66,32.51,13.25,8.36
1981/10/27,46.49,32.42,13.10,8.06
1981/10/28,46.44,32.32,12.93,7.76
1981/10/29,46.34,32.24,12.76,7.56
1981/10/30,46.20,32.15,12.61,7.45
1981/10/31,46.11,32.06,12.48,7.40
1981/11/01,46.01,31.99,12.35,7.26
1981/11/02,45.94,31.95,12.25,7.12
1981/11/03,45.77,31.87,12.14,7.07
1981/11/04,45.71,31.76,12.01,6.93
1981/11/05,45.63,31.62,11.88,6.79
1981/11/06,45.54,31.45,11.76,6.83
1981/11/07,45.45,31.34,11.61,6.64
1981/11/08,45.38,31.15,11.43,6.43
1981/11/09,45.30,31.00,11.26,6.30
1981/11/10,45.25,30.86,11.10,6.20
1981/11/11,45.20,30.74,10.94,6.08
1981/11/12,45.18,30.62,10.80,5.96
1981/11/13,45.16,30.55,10.67,5.86
1981/11/14,45.14,30.48,10.55,5.68
1981/11/15,45.10,30.40,10.43,5.58
1981/11/16,45.09,30.32,10.31,5.45
1981/11/17,45.07,30.22,10.25,5.61
1981/11/18,45.03,30.12,10.22,5.74
1981/11/19,45.01,30.03,10.18,5.73
1981/11/20,44.98,29.90,10.09,5.56
1981/11/21,44.94,29.78,9.96,5.30
1981/11/22,44.92,29.68,9.82,5.28
1981/11/23,44.85,29.58,9.69,5.20
1981/11/24,44.80,29.47,9.56,5.11
1981/11/25,44.75,29.35,9.44,4.97
1981/11/26,44.59,29.22,9.35,4.83
1981/11/27,44.52,29.07,9.23,4.66
1981/11/28,44.46,28.93,9.10,4.55
1981/11/29,44.40,28.80,8.93,4.39
1981/11/30,44.36,28.68,8.76,4.22
1981/12/01,44.28,28.58,8.61,4.21
1981/12/02,44.18,28.48,8.50,4.17
1981/12/03,44.09,28.38,8.35,4.06
1981/12/04,43.98,28.25,8.31,3.99
1981/12/05,43.91,28.11,8.19,3.96
1981/12/06,43.86,27.96,8.09,3.95
1981/12/07,43.81,27.81,7.94,3.71
1981/12/08,43.76,27.70,7.82,3.58
1981/12/09,43.74,27.63,7.73,3.60
1981/12/10,43.74,27.57,7.65,3.64
1981/12/11,43.74,27.49,7.59,3.62
1981/12/12,43.76,27.46,7.53,3.48
1981/12/13,43.84,27.43,7.50,3.50
1981/12/14,43.91,27.42,7.46,3.48
1981/12/15,43.94,27.42,7.40,3.40
1981/12/16,43.96,27.43,7.32,3.36
1981/12/17,43.98,27.47,7.25,3.24
1981/12/18,44.03,27.51,7.21,3.03
1981/12/19,44.05,27.52,7.19,2.98
1981/12/20,44.01,27.52,7.23,3.08
1981/12/21,43.99,27.50,7.26,3.11
1981/12/22,43.97,27.49,7.26,3.10
1981/12/23,43.91,27.48,7.23,3.04
1981/12/24,43.87,27.43,7.17,2.96
1981/12/25,43.80,27.37,7.15,2.94
1981/12/26,43.71,27.28,7.11,2.96
1981/12/27,43.65,27.19,7.09,3.14
1981/12/28,43.61,27.08,7.05,3.20
1981/12/29,43.63,27.03,7.00,3.10
1981/12/30,43.64,26.97,6.94,3.08
1981/12/31,43.64,26.93,6.9,3.14
1982/01/01,43.65,26.89,6.90,3.00
1982/01/02,43.62,26.88,6.86,3.00
1982/01/03,43.58,26.86,6.78,2.93
1982/01/04,43.51,26.85,6.57,2.80
1982/01/05,43.43,26.84,6.53,2.66
1982/01/06,43.31,26.80,6.48,2.56
1982/01/07,43.17,26.74,6.40,2.54
1982/01/08,43.01,26.63,6.34,2.48
1982/01/09,42.87,26.51,6.28,2.42
1982/01/10,42.72,26.40,6.21,2.38
1982/01/11,42.59,26.28,6.15,2.43
1982/01/12,42.48,26.13,6.07,2.40
1982/01/13,42.38,26.02,5.96,2.44
1982/01/14,42.28,25.88,5.84,2.33
1982/01/15,42.22,25.80,5.71,2.20
1982/01/16,42.18,25.70,5.59,2.08
1982/01/17,42.12,25.61,5.50,1.98
1982/01/18,42.07,25.54,5.40,1.88
1982/01/19,42.03,25.49,5.32,1.88
1982/01/20,41.97,25.42,5.19,1.82
1982/01/21,41.92,25.32,5.09,1.76
1982/01/22,41.86,25.24,4.98,1.75
1982/01/23,41.76,25.17,4.88,1.72
1982/01/24,41.66,25.11,4.78,1.68
1982/01/25,41.54,25.03,4.71,1.64
1982/01/26,41.41,24.95,4.63,1.50
1982/01/27,41.33,24.85,4.55,1.50
1982/01/28,41.11,24.75,4.46,1.47
1982/01/29,41.12,24.66,4.36,1.46
1982/01/30,41.05,24.57,4.26,1.40
1982/01/31,41.03,24.48,4.13,1.32
1982/02/01,40.96,24.38,4.01,1.29
1982/02/02,40.92,24.31,3.95,1.20
1982/02/03,40.93,24.28,3.89,1.14
1982/02/04,40.86,24.22,3.82,1.12
1982/02/05,40.76,24.19,3.75,1.08
1982/02/06,40.76,24.15,3.69,1.06
1982/02/07,40.76,24.11,3.65,1.06
1982/02/08,40.74,24.11,3.66,1.08
1982/02/09,40.76,24.11,3.74,1.12
1982/02/10,40.81,24.11,3.73,1.18
1982/02/11,40.85,24.15,3.71,1.16
1982/02/12,40.87,24.19,3.68,1.12
1982/02/13,40.89,24.22,3.61,1.10
1982/02/14,40.89,24.26,3.59,1.00
1982/02/15,40.88,24.32,3.60,0.90
1982/02/16,40.89,24.35,3.65,0.88
1982/02/17,40.89,24.38,3.65,0.92
1982/02/18,40.92,24.40,3.66,0.88
1982/02/19,40.92,24.43,3.69,0.90
1982/02/20,40.92,24.48,3.69,0.88
1982/02/21,40.92,24.50,3.68,0.88
1982/02/22,40.92,24.50,3.67,0.96
1982/02/23,40.92,24.50,3.70,1.02
1982/02/24,40.92,24.50,3.78,1.31
1982/02/25,40.93,24.47,3.86,1.55
1982/02/26,40.93,24.42,3.91,1.62
1982/02/27,40.92,24.42,4.00,1.69
1982/02/28,40.90,24.39,4.05,1.70
1982/03/01,40.87,24.35,4.11,1.66
1982/03/02,41.03,24.33,4.15,1.67
1982/03/03,41.04,24.32,4.19,1.66
1982/03/04,41.05,24.33,4.13,1.66
1982/03/05,41.14,24.34,4.05,1.62
1982/03/06,41.11,24.35,3.98,1.58
1982/03/07,41.06,24.37,3.89,1.48
1982/03/08,40.88,24.40,3.80,1.32
1982/03/09,40.82,24.36,3.75,1.44
1982/03/10,40.73,24.31,3.72,1.34
1982/03/11,40.64,24.24,3.70,1.32
1982/03/12,40.58,24.14,3.68,1.34
1982/03/13,40.54,24.06,3.67,1.22
1982/03/14,40.47,23.97,3.58,1.20
1982/03/15,40.45,23.89,3.49,1.08
1982/03/16,40.43,23.82,3.40,1.00
1982/03/17,40.43,23.78,3.33,1.21
1982/03/18,40.40,23.75,3.27,1.18
1982/03/19,40.38,23.71,3.19,1.12
1982/03/20,40.38,23.69,3.15,1.08
1982/03/21,40.41,23.66,3.13,1.14
1982/03/22,40.42,23.66,3.21,1.16
1982/03/23,40.46,23.66,3.31,1.24
1982/03/24,40.54,23.64,3.42,1.30
1982/03/25,40.62,23.66,3.50,1.25
1982/03/26,40.71,23.66,3.50,1.08
1982/03/27,40.80,23.73,3.50,1.05
1982/03/28,40.87,23.80,3.50,1.09
1982/03/29,40.92,23.86,3.47,1.04
1982/03/30,40.93,23.98,3.42,1.12
1982/03/31,40.94,24.13,3.33,0.96
1982/04/01,41.00,24.22,3.31,0.94
1982/04/02,41.04,24.35,3.33,0.89
1982/04/03,41.11,24.47,3.44,0.87
1982/04/04,41.24,24.57,3.63,1.00
1982/04/05,41.36,24.67,3.78,1.12
1982/04/06,41.63,24.75,3.96,1.22
1982/04/07,42.02,24.90,4.07,1.36
1982/04/08,42.25,25.14,4.19,1.38
1982/04/09,42.39,25.35,4.34,1.54
1982/04/10,42.73,25.58,4.57,1.92
1982/04/11,42.94,25.75,4.84,2.02
1982/04/12,43.14,25.99,5.05,2.06
1982/04/13,43.31,26.29,5.26,2.20
1982/04/14,43.43,26.61,5.46,2.26
1982/04/15,43.54,26.88,5.65,2.28
1982/04/16,43.63,27.08,5.84,2.24
1982/04/17,43.64,27.23,6.01,2.18
1982/04/18,43.66,27.34,6.19,2.12
1982/04/19,43.65,27.40,6.36,2.18
1982/04/20,43.64,27.40,6.53,2.32
1982/04/21,43.59,27.35,6.65,2.50
1982/04/22,43.57,27.30,6.75,2.72
1982/04/23,43.55,27.25,6.84,3.10
1982/04/24,43.57,27.19,6.90,3.26
1982/04/25,43.60,27.16,6.96,3.42
1982/04/26,43.93,27.20,7.01,3.44
1982/04/27,44.04,27.42,7.07,3.52
1982/04/28,44.20,27.58,7.15,3.80
1982/04/29,44.42,27.86,7.28,3.87
1982/04/30,44.64,28.11,7.42,3.95
1982/05/01,44.93,28.41,7.67,3.96
1982/05/02,45.31,28.60,8.02,4.06
1982/05/03,45.49,28.79,8.34,4.30
1982/05/04,45.68,29.06,8.68,4.78
1982/05/05,45.88,29.32,8.93,5.08
1982/05/06,46.04,29.55,9.18,5.28
1982/05/07,46.23,29.76,9.47,5.50
1982/05/08,46.40,29.94,9.78,5.68
1982/05/09,46.56,30.17,10.02,5.86
1982/05/10,46.84,30.35,10.21,6.04
1982/05/11,46.96,30.53,10.38,6.16
1982/05/12,47.08,30.68,10.52,6.04
1982/05/13,47.16,30.83,10.63,6.10
1982/05/14,47.25,30.96,10.73,6.12
1982/05/15,47.33,31.04,10.81,6.14
1982/05/16,47.40,31.16,10.89,6.20
1982/05/17,47.53,31.30,11.03,6.40
1982/05/18,47.58,31.40,11.17,6.53
1982/05/19,47.74,31.48,11.30,6.58
1982/05/20,47.81,31.52,11.40,6.57
1982/05/21,47.95,31.68,11.52,6.76
1982/05/22,47.98,31.76,11.60,6.68
1982/05/23,48.04,31.84,11.67,6.90
1982/05/24,48.06,31.90,11.80,7.04
1982/05/25,48.10,31.92,11.86,6.92
1982/05/26,48.13,31.94,11.93,7.16
1982/05/27,48.18,31.98,12.01,7.28
1982/05/28,48.21,31.98,12.10,7.20
1982/05/29,48.29,31.98,12.21,7.52
1982/05/30,48.32,32.01,12.25,7.44
1982/05/31,48.49,32.06,12.34,7.35
1982/06/01,48.75,32.10,12.43,7.75
1982/06/02,48.89,32.15,12.53,8.07
1982/06/03,49.01,32.27,12.65,8.22
1982/06/04,49.10,32.40,12.77,8.36
1982/06/05,49.22,32.48,12.88,8.46
1982/06/06,49.26,32.58,12.97,8.47
1982/06/07,49.86,32.72,13.07,8.54
1982/06/08,49.39,32.78,13.19,8.62
1982/06/09,49.52,32.88,13.30,8.70
1982/06/10,49.70,32.97,13.39,8.78
1982/06/11,49.75,33.11,13.50,8.86
1982/06/12,49.85,33.18,13.61,8.96
1982/06/13,49.91,33.29,13.72,8.92
1982/06/14,49.98,33.36,13.85,9.14
1982/06/15,50.05,33.44,13.93,9.24
1982/06/16,50.14,33.56,14.02,9.28
1982/06/17,50.20,33.72,14.09,9.18
1982/06/18,50.33,33.75,14.15,9.36
1982/06/19,50.44,33.76,14.25,9.44
1982/06/20,50.49,33.82,14.34,9.48
1982/06/21,50.44,33.90,14.43,9.54
1982/06/22,50.42,33.97,14.52,9.62
1982/06/23,50.43,34.03,14.59,9.68
1982/06/24,50.42,34.09,14.64,9.54
1982/06/25,50.40,34.15,14.68,9.70
1982/06/26,50.39,34.20,14.72,9.68
1982/06/27,50.34,34.23,14.75,9.66
1982/06/28,50.31,34.26,14.77,9.68
1982/06/29,50.26,34.28,14.78,9.62
1982/06/30,50.23,34.29,14.78,9.54
1982/07/01,50.23,34.31,14.81,9.47
1982/07/02,50.30,34.33,14.81,9.55
1982/07/03,50.38,34.36,14.81,9.61
1982/07/04,50.38,34.38,14.82,9.59
1982/07/05,50.41,34.40,14.85,9.64
1982/07/06,50.47,34.42,14.89,9.70
1982/07/07,50.47,34.45,14.94,9.83
1982/07/08,50.51,34.50,15.02,9.84
1982/07/09,50.58,34.55,15.11,10.02
1982/07/10,50.61,34.59,15.22,10.14
1982/07/11,50.71,34.61,15.27,10.20
1982/07/12,50.71,34.65,15.32,10.27
1982/07/13,50.79,34.70,15.39,10.32
1982/07/14,50.91,34.74,15.48,10.37
1982/07/15,51.00,34.79,15.56,10.45
1982/07/16,51.07,34.83,15.63,10.50
1982/07/17,51.12,34.87,15.68,10.53
1982/07/18,51.15,34.89,15.72,10.54
1982/07/19,51.17,34.92,15.73,10.55
1982/07/20,51.17,34.95,15.72,10.40
1982/07/21,51.21,34.99,15.68,10.34
1982/07/22,51.32,35.02,15.61,10.20
1982/07/23,51.38,35.06,15.59,10.24
1982/07/24,51.38,35.11,15.59,10.32
1982/07/25,51.38,35.15,15.56,10.12
1982/07/26,51.34,35.18,15.56,10.20
1982/07/27,51.31,35.21,15.60,10.10
1982/07/28,51.28,35.25,15.59,10.02
1982/07/29,51.30,35.31,15.61,10.14
1982/07/30,51.38,35.35,15.68,10.17
1982/07/31,51.41,35.41,15.77,10.19
1982/08/01,51.41,35.46,15.84,10.18
1982/08/02,51.43,35.51,15.94,10.42
1982/08/03,51.44,35.55,16.02,10.36
1982/08/04,51.47,35.60,16.06,10.34
1982/08/05,51.42,35.64,16.15,10.58
1982/08/06,51.43,35.66,16.25,10.66
1982/08/07,51.39,35.72,16.32,10.72
1982/08/08,51.38,35.75,16.37,10.72
1982/08/09,51.30,35.77,16.39,10.60
1982/08/10,51.23,35.80,16.40,10.60
1982/08/11,51.22,35.83,16.44,10.68
1982/08/12,51.19,35.91,16.46,10.71
1982/08/13,51.13,35.94,16.50,10.74
1982/08/14,51.10,35.94,16.52,10.77
1982/08/15,51.01,35.94,16.52,10.74
1982/08/16,50.98,35.94,16.56,11.01
1982/08/17,50.88,35.96,16.62,10.98
1982/08/18,50.83,35.96,16.63,10.94
1982/08/19,50.73,35.93,16.64,10.80
1982/08/20,50.73,35.92,16.67,10.87
1982/08/21,50.73,35.87,16.69,10.98
1982/08/22,50.71,35.92,16.70,10.98
1982/08/23,50.70,35.88,16.71,11.12
1982/08/24,50.66,35.85,16.70,10.97
1982/08/25,50.66,35.82,16.67,10.95
1982/08/26,50.74,35.79,16.64,10.92
1982/08/27,50.61,35.75,16.62,10.90
1982/08/28,50.61,35.72,16.55,10.80
1982/08/29,50.60,35.71,16.52,10.84
1982/08/30,50.57,35.70,16.50,10.88
1982/08/31,50.56,35.73,16.45,10.70
1982/09/01,50.50,35.64,16.39,10.52
1982/09/02,50.48,35.62,16.34,10.52
1982/09/03,50.45,35.60,16.29,10.49
1982/09/04,50.51,35.58,16.26,10.53
1982/09/05,50.49,35.56,16.25,10.57
1982/09/06,50.42,35.53,16.25,10.51
1982/09/07,50.35,35.50,16.22,10.43
1982/09/08,50.30,35.50,16.19,10.36
1982/09/09,50.26,35.49,16.17,10.31
1982/09/10,50.22,35.47,16.20,10.63
1982/09/11,50.24,35.45,16.21,10.66
1982/09/12,50.24,35.41,16.21,10.73
1982/09/13,50.18,35.38,16.19,10.60
1982/09/14,50.17,35.34,16.13,10.45
1982/09/15,50.13,35.30,16.09,10.40
1982/09/16,50.12,35.25,16.04,10.34
1982/09/17,50.08,35.20,16.00,10.48
1982/09/18,50.04,35.16,15.93,10.37
1982/09/19,49.98,35.12,15.86,10.32
1982/09/20,49.92,35.08,15.80,10.28
1982/09/21,49.82,35.04,15.72,10.16
1982/09/22,49.70,34.99,15.61,9.99
1982/09/23,49.56,34.95,15.52,9.88
1982/09/24,49.45,34.91,15.43,9.80
1982/09/25,49.26,34.89,15.39,9.72
1982/09/26,49.10,34.81,15.34,9.66
1982/09/27,49.00,34.73,15.27,9.58
1982/09/28,48.84,34.65,15.23,9.58
1982/09/29,48.68,34.56,15.21,9.67
1982/09/30,48.58,34.46,15.17,9.67
1982/10/01,48.48,34.36,15.10,9.59
1982/10/02,48.40,34.24,15.02,9.53
1982/10/03,48.33,34.11,14.90,9.47
1982/10/04,48.25,34.04,14.81,9.40
1982/10/05,48.16,33.92,14.72,9.31
1982/10/06,48.10,33.82,14.61,9.21
1982/10/07,48.03,33.72,14.50,9.14
1982/10/08,47.98,33.64,14.39,9.08
1982/10/09,47.92,33.57,14.30,8.98
1982/10/10,47.82,33.46,14.21,8.96
1982/10/11,47.73,33.36,14.11,8.90
1982/10/12,47.70,33.26,14.02,8.77
1982/10/13,47.59,33.16,13.88,8.70
1982/10/14,47.36,33.07,13.76,8.65
1982/10/15,47.29,32.98,13.63,8.56
1982/10/16,47.18,32.81,13.51,8.45
1982/10/17,47.05,32.69,13.35,8.31
1982/10/18,46.93,32.58,13.18,8.12
1982/10/19,46.90,32.47,13.02,7.93
1982/10/20,46.77,32.37,12.90,7.83
1982/10/21,46.71,32.27,12.80,7.72
1982/10/22,46.68,32.18,12.68,7.64
1982/10/23,46.60,32.08,12.57,7.60
1982/10/24,46.56,31.99,12.50,7.64
1982/10/25,46.52,31.89,12.38,7.47
1982/10/26,46.48,31.82,12.27,7.36
1982/10/27,46.46,31.76,12.14,7.15
1982/10/28,46.42,31.72,12.00,7.06
1982/10/29,46.54,31.65,11.85,6.87
1982/10/30,46.58,31.60,11.72,6.75
1982/10/31,46.57,31.56,11.64,6.74
1982/11/01,46.56,31.53,11.60,6.71
1982/11/02,46.53,31.49,11.55,6.65
1982/11/03,46.55,31.46,11.51,6.61
1982/11/04,46.55,31.45,11.47,6.61
1982/11/05,46.52,31.40,11.43,6.55
1982/11/06,46.49,31.35,11.39,6.53
1982/11/07,46.44,31.29,11.35,6.59
1982/11/08,46.32,31.20,11.30,6.39
1982/11/09,46.24,31.06,11.25,6.52
1982/11/10,46.14,30.92,11.18,6.42
1982/11/11,46.06,30.80,11.06,6.38
1982/11/12,45.97,30.59,10.93,6.13
1982/11/13,45.89,30.48,10.78,6.00
1982/11/14,45.77,30.35,10.64,5.86
1982/11/15,45.65,30.18,10.48,5.74
1982/11/16,45.51,30.02,10.35,5.66
1982/11/17,45.28,29.84,10.22,5.52
1982/11/18,45.26,29.65,10.03,5.31
1982/11/19,45.22,29.50,9.84,5.14
1982/11/20,45.08,29.35,9.65,4.97
1982/11/21,45.06,29.27,9.47,4.79
1982/11/22,45.01,29.19,9.31,4.62
1982/11/23,44.96,29.11,9.17,4.48
1982/11/24,44.90,29.07,9.05,4.40
1982/11/25,44.90,28.99,8.93,4.30
1982/11/26,44.88,28.93,8.81,4.22
1982/11/27,44.86,28.89,8.72,4.12
1982/11/28,44.84,28.83,8.64,4.05
1982/11/29,44.81,28.77,8.56,4.00
1982/11/30,44.73,28.68,8.51,3.96
1982/12/01,44.73,28.67,8.46,3.94
1982/12/02,44.76,28.70,8.42,3.92
1982/12/03,44.78,28.68,8.39,3.90
1982/12/04,44.80,28.65,8.36,3.86
1982/12/05,44.82,28.58,8.35,3.84
1982/12/06,44.83,28.50,8.35,4.00
1982/12/07,44.85,28.49,8.35,4.12
1982/12/08,44.84,28.47,8.38,4.07
1982/12/09,44.84,28.51,8.38,3.92
1982/12/10,44.83,28.53,8.38,3.94
1982/12/11,44.76,28.49,8.35,3.92
1982/12/12,44.73,28.42,8.31,3.91
1982/12/13,44.66,28.34,8.27,3.88
1982/12/14,44.56,28.25,8.22,3.96
1982/12/15,44.44,28.18,8.17,3.94
1982/12/16,44.34,28.08,8.07,3.82
1982/12/17,44.24,27.95,7.98,3.74
1982/12/18,44.13,27.84,7.88,3.64
1982/12/19,44.04,27.71,7.73,3.48
1982/12/20,43.90,27.61,7.59,3.32
1982/12/21,43.76,27.53,7.46,3.20
1982/12/22,43.65,27.44,7.34,3.14
1982/12/23,43.54,27.30,7.23,3.02
1982/12/24,43.44,27.30,7.11,2.94
1982/12/25,43.31,27.05,7.01,2.85
1982/12/26,43.16,26.93,6.92,2.74
1982/12/27,43.18,26.82,6.84,2.66
1982/12/28,43.11,26.72,6.76,2.75
1982/12/29,43.06,26.64,6.61,2.68
1982/12/30,42.97,26.54,6.48,2.60
1982/12/31,42.90,26.47,6.34,2.53
1983/01/01,42.74,26.39,6.23,2.46
1983/01/02,41.78,26.30,6.11,2.36
1983/01/03,42.74,26.23,6.03,2.33
1983/01/04,42.72,26.16,5.98,2.37
1983/01/05,42.74,26.09,5.90,2.26
1983/01/06,42.74,26.04,5.84,2.45
1983/01/07,42.72,26.00,5.73,2.30
1983/01/08,42.72,25.99,5.69,2.43
1983/01/09,42.68,25.96,5.65,2.35
1983/01/10,42.62,25.93,5.67,2.30
1983/01/11,42.60,25.91,5.73,2.30
1983/01/12,42.52,25.87,5.71,2.32
1983/01/13,42.52,25.84,5.69,2.24
1983/01/14,42.55,25.83,5.67,2.06
1983/01/15,42.55,25.83,5.67,2.16
1983/01/16,42.58,25.83,5.67,2.22
1983/01/17,42.62,25.82,5.65,2.20
